Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Resource_Index,Effort_Score,Challenge_Index
10,98,2,2,True,6,82,2,1,2,3,2,0,3,2,0,2,2,0,69,6,110,4
23,92,2,3,False,9,52,3,1,1,3,2,1,3,2,0,1,1,1,71,7,116,3
20,67,3,3,False,6,67,3,1,1,2,3,0,3,2,1,2,1,1,66,6,88,3
23,76,2,2,True,7,57,3,1,1,2,2,0,1,3,0,1,2,1,66,5,100,4
21,74,2,3,True,6,61,1,0,0,1,2,1,3,4,0,1,1,0,65,4,95,3
28,92,1,2,False,10,69,2,1,4,1,2,0,2,4,0,1,2,1,71,4,124,5
21,80,2,3,False,7,75,3,1,3,2,3,1,2,2,0,1,3,0,69,6,104,5
17,65,1,1,True,5,55,2,1,2,1,2,0,3,3,0,1,1,1,61,3,84,4
21,90,3,2,True,7,55,3,1,1,1,3,0,2,4,0,1,1,1,70,4,112,2
23,76,2,2,False,8,84,3,1,2,3,2,0,3,4,0,2,1,1,70,6,101,3
20,71,2,2,False,7,70,3,1,0,3,3,0,1,4,0,1,1,1,65,6,91,3
20,75,2,1,True,6,59,2,1,2,2,2,0,1,1,0,3,2,0,64,4,97,4
16,80,3,3,True,9,62,1,1,0,3,2,0,2,4,0,3,1,1,68,7,96,2
16,74,1,2,True,9,86,1,1,1,1,2,1,2,2,0,1,1,1,63,4,91,4
12,70,2,3,False,5,53,2,1,2,1,2,1,3,3,0,2,1,0,63,5,84,3
30,76,2,2,True,6,75,1,1,3,3,2,0,3,3,0,2,1,1,71,6,109,3
13,61,3,1,False,7,68,1,0,1,2,2,0,2,2,0,1,1,0,58,3,75,2
16,91,2,2,True,6,91,2,1,1,2,2,0,2,2,0,1,2,1,68,5,108,4
16,67,2,3,False,8,90,3,1,1,3,1,0,2,4,0,1,1,0,65,7,84,3
25,62,2,2,False,10,84,1,1,2,1,2,0,3,3,0,2,1,1,65,4,89,3
18,86,3,1,True,6,69,1,1,2,2,3,0,3,2,0,1,1,0,68,4,106,2
27,91,1,3,True,9,82,2,1,0,1,1,0,2,1,0,1,3,0,69,5,118,6
16,93,2,2,True,5,82,1,1,5,3,2,0,3,1,0,1,1,0,71,6,114,3
22,80,1,2,False,8,67,1,1,2,1,1,1,3,2,0,3,2,0,65,4,104,5
15,68,1,2,True,6,94,1,1,0,2,3,0,2,5,0,3,1,1,64,5,83,4
33,89,1,2,False,8,99,2,1,2,3,3,1,3,4,0,2,2,0,75,6,124,5
13,88,3,2,False,4,66,1,1,1,1,3,0,3,4,0,1,1,1,67,4,102,2
22,70,2,3,True,5,90,3,1,1,2,3,0,2,3,0,2,3,1,68,6,93,5
24,96,3,3,False,8,75,1,1,1,2,2,0,3,1,0,2,2,1,72,6,121,3
22,64,2,2,False,6,73,3,1,3,2,2,0,3,4,0,3,2,1,67,5,89,4
19,99,3,2,False,7,69,2,1,1,3,2,0,3,3,0,1,1,0,72,6,119,2
19,94,2,1,True,10,65,3,1,1,1,3,0,1,3,0,3,2,0,69,3,114,4
20,88,1,1,False,7,96,1,1,0,3,3,0,3,3,0,3,2,0,68,5,108,5
19,98,2,2,True,8,87,2,1,0,2,2,1,1,6,0,1,1,0,70,5,117,3
26,89,2,2,False,6,72,3,1,1,1,2,0,2,3,1,2,1,1,69,4,116,4
33,68,2,1,True,5,88,2,1,2,1,2,0,1,1,0,2,2,0,67,3,103,4
17,78,2,2,False,7,86,2,0,0,1,1,0,2,3,0,2,1,1,63,3,95,3
12,63,2,3,False,5,63,1,1,4,1,2,1,3,2,0,1,2,0,61,5,79,4
19,76,2,3,True,6,59,2,1,1,2,2,0,2,3,0,1,1,1,66,6,96,3
35,90,3,2,True,7,92,1,0,0,1,2,1,2,4,0,1,1,0,73,3,125,2
15,75,2,3,True,7,91,3,1,0,2,3,0,2,3,0,2,2,0,67,6,90,4
30,73,3,2,True,8,100,2,1,2,3,3,0,2,2,0,1,1,1,72,6,105,2
30,84,3,2,False,8,51,1,1,1,1,2,0,3,4,1,3,3,0,69,4,115,5
17,95,1,3,False,5,77,2,1,2,2,2,0,3,4,0,1,2,1,69,6,114,5
23,62,1,3,True,6,85,2,1,1,1,2,0,1,3,1,2,2,0,63,5,86,6
30,75,2,2,True,4,79,1,1,0,2,2,0,1,4,0,1,2,0,67,5,105,4
18,66,2,2,False,6,86,2,1,0,3,2,0,3,2,0,1,2,1,63,6,84,4
19,88,2,3,True,8,57,1,0,1,2,1,1,1,4,0,2,1,0,66,5,108,3
17,64,2,2,False,9,50,2,1,2,1,3,0,3,4,0,1,2,1,62,4,83,4
14,87,2,2,True,7,55,2,1,2,1,3,1,3,4,0,3,1,0,68,4,103,3
16,71,2,3,False,9,69,2,1,1,1,2,0,2,4,0,3,1,1,65,5,88,3
13,68,1,1,True,8,66,2,1,0,2,1,0,2,4,1,2,1,0,59,4,81,5
20,97,3,2,True,7,94,3,1,1,2,2,0,1,1,0,2,2,0,72,5,118,3
15,61,2,3,True,6,54,2,1,0,3,3,1,2,2,0,3,1,0,63,7,76,3
21,78,2,2,False,4,72,2,1,1,2,3,0,2,4,0,3,1,0,68,5,100,3
11,61,2,2,True,9,98,3,1,0,2,3,0,1,2,0,1,2,0,61,5,72,4
22,79,1,2,False,7,75,1,1,1,1,3,1,2,3,0,1,1,1,65,4,102,4
25,80,2,2,True,9,57,1,1,2,1,3,0,3,3,0,1,2,1,68,4,107,4
8,73,1,2,True,6,65,3,1,1,1,2,0,2,4,0,2,2,0,61,4,82,5
22,65,1,1,True,10,81,2,1,1,1,2,1,2,3,0,3,1,0,63,3,88,4
27,75,2,2,True,7,51,3,1,1,2,1,0,1,2,0,3,1,0,67,5,103,3
13,87,1,2,True,6,98,1,1,0,3,3,0,3,3,1,3,2,0,66,6,100,6
30,91,2,2,True,7,78,3,1,3,2,2,1,3,2,0,3,1,0,75,5,124,3
23,81,2,2,False,7,85,1,1,0,2,2,0,3,4,0,1,1,0,68,5,104,3
16,84,1,2,False,7,75,3,1,2,2,2,0,1,3,0,1,1,1,65,5,102,4
20,68,1,2,False,6,98,3,1,0,1,3,0,1,4,0,1,1,1,64,4,88,4
23,71,3,2,True,4,79,2,0,2,1,2,0,3,3,0,1,1,0,67,3,96,2
20,66,1,2,True,6,83,2,1,2,1,2,1,2,3,0,2,1,0,64,4,88,4
23,70,2,3,True,9,93,2,1,0,1,3,0,2,2,1,3,2,1,67,5,93,5
14,69,2,3,True,6,93,1,0,2,1,2,1,2,0,0,1,1,0,63,4,85,3
21,81,3,2,True,4,51,2,1,0,2,2,1,3,2,0,2,2,1,67,5,102,3
12,83,3,1,True,5,64,2,1,1,3,2,1,1,2,0,3,1,1,65,5,96,2
19,98,3,1,True,7,62,3,1,1,1,3,0,2,2,0,1,1,1,70,3,118,2
15,68,2,2,True,6,50,3,1,2,3,1,0,2,3,0,1,2,0,62,6,85,4
16,86,3,2,True,7,94,2,1,2,1,3,0,2,3,0,1,2,1,69,4,104,3
27,93,2,1,True,6,66,2,1,2,2,2,0,1,3,0,2,2,1,70,4,122,4
27,82,2,2,True,9,67,1,1,1,1,3,1,2,2,0,1,2,0,68,4,110,4
24,70,2,3,False,8,55,2,1,4,1,3,0,3,4,0,3,2,1,68,5,98,4
13,71,2,2,True,10,99,2,1,0,1,2,0,2,3,0,3,1,0,64,4,84,3
18,62,1,3,True,6,91,3,0,4,1,2,1,2,1,0,1,2,0,63,4,84,5
27,72,1,1,True,7,79,2,1,2,3,3,0,3,2,0,3,2,1,68,5,101,5
21,90,3,1,True,9,89,1,1,1,1,1,0,2,2,0,1,3,1,67,3,112,4
34,62,3,1,False,8,89,1,1,3,1,2,1,2,4,0,2,2,1,68,3,99,3
22,69,2,3,True,6,83,2,1,1,1,2,0,3,2,0,2,2,1,66,5,92,4
21,88,2,2,True,8,59,1,0,2,2,2,1,1,1,0,3,1,0,67,4,111,3
18,91,3,2,False,8,86,3,1,1,2,2,0,2,4,1,1,2,0,69,5,110,4
21,78,3,2,True,4,78,2,1,2,3,2,1,1,3,0,1,3,0,68,6,101,4
19,88,2,3,False,6,86,2,1,4,2,2,0,3,3,1,2,2,0,70,6,111,5
24,76,2,2,False,7,77,2,1,3,2,2,1,1,4,0,3,2,1,68,5,103,4
26,66,1,2,True,9,98,2,1,2,1,2,0,2,2,0,2,1,0,66,4,94,4
15,76,2,3,True,8,81,2,1,2,1,2,1,2,4,0,3,2,1,67,5,93,4
12,83,2,2,False,6,79,2,1,1,3,1,0,2,4,0,1,2,1,65,6,96,4
9,98,2,2,False,6,92,2,1,0,2,2,0,2,5,0,1,2,0,67,5,107,4
23,63,2,2,False,8,69,3,1,2,2,1,0,1,4,1,1,1,0,63,5,88,4
13,80,1,3,True,4,66,3,1,2,1,2,0,1,2,0,1,2,1,64,5,95,5
7,73,3,2,True,6,75,2,1,3,1,2,0,2,3,0,2,1,1,64,4,83,2
22,80,1,1,False,9,79,3,1,0,2,2,1,2,3,0,2,2,1,66,4,102,5
35,61,2,3,True,7,61,1,1,2,2,2,1,3,4,1,1,1,0,68,6,98,4
20,73,3,2,True,6,84,3,1,0,2,2,0,3,3,0,1,2,0,67,5,93,3
25,93,2,3,False,5,90,1,1,1,2,2,0,3,2,0,2,1,0,72,6,119,3
20,82,2,2,True,8,79,1,1,1,1,2,0,3,4,0,1,1,0,67,4,103,3
19,78,2,2,False,7,76,3,1,2,2,1,0,2,3,0,2,2,1,66,5,99,4
26,71,3,1,False,7,65,2,1,1,1,2,0,3,3,0,2,1,1,66,3,98,2
18,72,3,3,True,8,95,2,1,1,2,2,0,1,4,0,1,2,0,67,6,91,3
22,75,2,2,False,7,88,1,1,0,1,2,1,2,3,0,3,3,0,65,4,97,5
22,93,3,2,False,7,74,1,1,2,2,3,0,1,3,0,2,3,0,70,5,117,4
16,99,1,2,True,5,83,1,1,0,1,3,1,2,4,0,3,1,1,69,4,115,4
26,78,3,3,True,5,67,1,1,1,3,3,1,1,3,0,1,2,0,69,7,105,3
19,76,3,2,True,8,53,2,1,1,2,2,0,1,4,0,2,1,1,66,5,96,2
15,94,2,1,False,8,60,2,1,2,2,2,0,2,4,0,1,3,0,66,4,111,5
23,77,3,3,True,8,54,2,1,1,1,2,0,1,3,0,2,2,1,67,5,101,3
15,82,2,3,True,6,75,2,1,1,2,1,0,3,3,0,1,1,0,67,6,98,3
20,69,2,2,True,8,81,3,1,2,2,2,0,3,4,0,1,1,0,67,5,91,3
20,90,3,3,True,6,69,2,1,2,3,3,0,2,3,0,1,1,1,72,7,112,2
27,81,2,1,True,9,77,1,1,1,2,3,0,2,4,0,2,2,1,68,4,109,4
23,92,2,1,True,6,54,3,1,3,2,2,0,3,2,1,3,1,0,70,4,118,4
20,91,2,2,True,6,88,2,1,1,1,2,0,3,4,0,1,2,0,69,4,112,4
25,69,3,1,True,7,52,3,1,1,1,2,0,3,4,0,1,2,0,65,3,95,3
28,89,3,3,False,8,82,2,1,0,2,2,0,1,3,0,3,3,0,72,6,117,4
23,92,2,3,False,7,72,2,1,0,1,2,0,2,4,0,2,3,1,69,5,115,5
20,74,2,2,True,7,59,1,1,5,3,2,0,3,4,0,1,1,1,68,6,99,3
12,67,3,3,False,6,76,3,1,1,1,2,0,1,2,0,1,2,0,62,5,80,3
14,60,2,1,True,7,89,1,1,2,2,2,0,2,3,0,1,2,0,60,4,76,4
18,78,3,2,True,7,71,1,1,3,2,2,0,2,4,0,1,2,0,67,5,99,3
16,74,3,3,True,6,68,1,1,2,2,2,0,2,4,0,2,1,0,67,6,92,2
19,82,2,3,True,7,57,2,1,1,2,2,0,2,3,0,1,1,0,67,6,102,3
20,68,2,2,True,7,80,1,1,0,1,2,1,2,4,0,1,1,1,63,4,88,3
23,94,2,1,True,10,91,3,1,1,2,2,0,2,3,0,1,1,0,71,4,118,3
20,70,2,2,True,6,78,3,1,0,2,2,1,3,2,0,2,1,1,66,5,90,3
23,69,2,2,True,6,58,3,1,0,2,2,0,2,1,0,3,1,1,65,5,92,3
20,79,3,2,True,7,83,3,1,2,2,2,0,3,2,0,1,2,1,69,5,101,3
8,80,3,1,False,6,52,3,1,2,2,2,0,3,1,0,1,1,1,63,4,90,2
14,69,2,2,True,5,92,3,1,3,1,1,0,1,2,0,3,2,1,64,4,86,4
19,71,3,3,False,5,96,3,1,2,1,2,1,2,0,1,2,1,1,67,5,92,3
13,67,2,2,True,6,80,3,1,1,1,3,0,1,2,0,1,2,0,62,4,81,4
24,89,2,1,True,6,94,1,1,2,2,2,0,2,2,0,1,3,0,68,4,115,5
29,91,2,3,False,5,54,1,1,2,1,2,0,2,3,0,3,2,0,71,5,122,4
27,78,3,2,False,7,61,2,0,1,1,2,0,1,3,0,1,2,1,66,3,106,3
19,89,2,3,True,4,66,1,1,1,1,2,0,3,1,0,3,1,1,69,5,109,3
29,89,2,1,True,8,89,1,1,1,2,3,1,2,4,0,1,2,0,71,4,119,4
21,66,2,2,True,6,74,2,1,2,2,3,1,2,4,0,1,1,1,66,5,89,3
18,99,2,2,False,6,67,2,1,5,1,2,0,3,3,0,3,1,1,72,4,122,3
16,93,2,2,True,8,58,2,1,1,3,3,0,3,4,0,2,1,1,70,6,110,3
18,68,1,2,False,8,91,3,1,1,1,3,1,2,3,0,3,1,1,65,4,87,4
18,67,3,2,False,6,51,2,1,0,2,3,0,3,2,0,2,1,1,64,5,85,2
21,65,2,2,True,8,67,2,1,1,1,2,0,3,2,0,2,2,0,63,4,87,4
21,66,2,2,False,9,62,1,0,3,2,2,1,3,2,0,1,1,0,63,4,90,3
20,90,1,2,False,5,56,2,0,3,2,2,0,3,2,0,1,2,0,66,4,113,5
23,79,3,3,True,8,59,1,1,1,1,3,0,1,4,0,2,2,0,68,5,103,3
27,91,2,3,True,5,75,1,1,1,3,3,0,2,4,0,2,1,0,74,7,119,3
26,90,3,3,False,9,71,1,1,0,3,1,1,1,2,0,2,1,1,71,7,116,2
11,84,3,2,True,6,76,3,1,3,1,3,0,1,3,0,1,2,1,67,4,98,3
5,87,3,1,False,6,86,2,1,2,2,3,0,3,3,0,3,1,1,66,4,94,2
26,61,3,2,True,9,95,2,1,0,2,2,1,1,6,0,2,1,0,67,5,87,2
12,72,1,3,True,8,56,3,1,3,1,2,0,3,1,1,1,2,0,62,5,87,6
19,86,2,1,False,6,54,1,1,1,3,3,1,3,5,0,3,1,0,68,5,106,3
13,60,2,2,True,7,66,2,1,2,1,2,0,3,3,0,3,1,0,62,4,75,3
9,61,3,2,True,6,77,1,0,1,3,2,1,2,2,0,1,1,0,82,5,71,2
23,94,3,2,False,5,55,3,1,2,2,2,0,3,2,1,1,1,0,70,5,119,3
25,87,3,2,False,7,86,2,1,4,2,1,1,1,2,0,2,1,0,72,5,116,2
17,71,1,3,True,6,78,1,1,0,2,2,0,3,4,0,2,1,1,64,6,88,4
4,88,2,3,False,6,87,1,1,1,2,3,0,2,4,0,2,1,0,66,6,93,3
17,92,2,2,True,9,68,3,1,0,2,1,1,3,3,0,2,1,1,68,5,109,3
22,72,1,2,False,6,70,1,1,1,3,2,0,2,3,0,3,3,0,64,6,95,6
11,61,1,2,True,7,90,3,1,0,2,3,0,2,3,0,1,1,1,61,5,72,4
21,97,2,2,True,9,63,2,1,0,2,2,0,3,1,0,1,2,0,69,5,118,4
20,74,3,3,False,7,69,1,1,2,3,3,1,2,2,0,2,1,0,68,7,96,2
23,64,2,2,False,6,51,2,1,1,2,2,0,3,5,0,2,1,0,64,5,88,3
21,80,2,3,False,7,78,2,1,1,1,3,1,1,4,0,1,2,1,67,5,102,4
14,91,2,2,True,8,93,2,1,0,2,2,0,2,3,0,1,2,0,67,5,105,4
27,69,2,2,False,8,51,2,1,1,3,2,0,1,2,0,1,1,0,65,6,97,3
19,71,3,2,True,10,81,2,1,2,2,3,0,3,3,0,1,1,1,68,5,92,2
20,70,2,3,True,6,92,2,1,2,2,1,0,3,3,0,1,1,0,67,6,92,3
14,100,1,2,False,7,75,1,1,1,1,2,0,3,3,0,3,2,0,67,4,115,5
17,68,2,3,True,5,66,2,1,1,3,2,0,1,4,0,1,1,0,64,7,86,3
15,83,3,3,True,8,100,2,1,0,2,2,0,3,3,0,2,1,1,70,6,98,2
19,97,2,3,False,7,53,2,1,2,1,1,1,2,3,0,2,2,0,69,5,118,4
30,66,2,3,False,7,61,1,1,0,3,3,1,3,2,0,1,3,0,66,7,96,5
12,99,1,2,False,6,94,2,1,2,2,2,0,2,3,0,3,2,0,69,5,113,5
10,98,1,2,True,6,65,2,1,1,1,3,1,3,2,0,1,1,0,66,4,109,4
29,95,3,2,True,7,91,1,1,1,1,2,0,2,3,0,1,2,1,73,4,125,3
19,69,2,2,True,6,67,2,0,4,3,3,1,3,4,0,3,2,0,66,5,92,4
16,85,2,3,True,7,91,3,1,0,2,2,0,2,2,0,3,2,0,69,6,101,4
26,90,2,1,True,7,84,1,1,1,2,2,0,3,3,0,1,2,0,70,4,117,4
16,99,3,2,True,5,73,3,1,1,2,2,1,3,5,1,2,3,0,71,5,116,5
31,67,1,3,True,5,76,2,1,2,2,3,0,3,4,0,2,1,0,70,6,100,4
24,91,3,1,True,6,59,2,1,0,1,2,1,2,4,0,1,1,0,69,3,115,2
17,74,2,2,False,9,56,2,1,1,2,3,1,1,3,0,1,2,0,63,5,92,4
33,67,3,2,True,6,86,2,1,4,2,3,0,3,3,1,1,1,1,71,5,104,3
16,77,3,3,False,7,92,1,1,2,2,2,0,1,2,0,2,1,0,67,6,95,2
24,92,2,2,True,5,86,3,1,3,2,3,0,2,2,0,1,1,1,73,5,119,3
22,79,1,3,True,6,96,2,1,1,3,2,0,2,2,0,2,2,0,68,7,102,5
28,82,1,2,True,5,95,2,1,0,3,1,0,2,3,0,1,1,0,69,6,110,4
29,100,3,3,True,8,89,2,1,2,2,2,1,2,3,0,1,2,1,76,6,131,3
20,76,1,2,True,5,95,2,1,4,1,3,0,3,3,0,1,1,0,68,4,100,4
15,85,2,2,False,8,58,3,1,1,1,2,1,1,3,0,2,1,0,65,4,101,3
23,75,2,2,True,8,87,1,1,0,3,1,0,3,1,0,1,1,1,66,6,98,3
16,76,2,1,False,7,88,3,1,0,1,2,0,3,2,0,3,1,0,65,3,92,3
32,88,1,2,False,8,58,1,1,3,1,3,1,1,3,0,1,2,0,69,4,123,5
21,98,3,2,True,10,95,2,1,0,2,2,0,2,1,0,1,1,0,71,5,119,2
18,82,3,1,True,8,50,2,1,1,3,2,0,3,3,0,1,2,0,66,5,101,3
21,91,2,3,False,5,72,2,1,3,1,2,0,1,3,1,1,1,1,69,5,115,4
12,64,2,2,False,9,51,1,0,2,1,2,0,2,4,0,2,1,0,59,3,78,3
14,68,2,3,False,7,76,2,1,2,3,2,0,3,3,0,1,1,0,65,7,84,3
27,80,3,3,False,10,71,3,1,4,1,1,0,2,2,0,2,1,0,72,5,111,2
16,61,2,1,True,6,81,2,1,0,2,2,0,1,2,0,2,1,0,60,4,77,3
14,70,2,2,True,9,88,1,1,0,3,2,1,3,4,0,2,2,1,64,6,84,4
23,81,2,2,False,7,88,1,1,1,1,2,0,3,4,0,3,1,0,69,4,105,3
27,61,3,3,True,10,86,2,1,3,2,3,1,3,3,0,1,1,1,70,6,91,2
24,71,2,3,True,7,55,1,1,2,3,2,0,3,3,0,2,3,0,67,7,97,5
26,81,2,2,False,10,71,1,1,0,2,2,1,3,5,1,1,1,1,67,5,107,4
15,83,2,1,True,8,91,2,1,0,1,2,1,2,3,0,2,3,0,64,3,98,5
11,97,2,2,True,8,83,1,1,4,2,3,1,1,2,0,1,3,0,68,5,112,5
29,86,2,3,False,10,84,1,1,1,1,3,1,3,4,0,1,1,1,72,5,116,3
18,77,2,3,True,6,61,2,1,1,1,2,1,2,3,0,1,1,1,65,5,96,3
18,97,2,3,False,8,66,1,1,2,2,2,0,2,2,0,2,2,0,70,6,117,4
28,91,3,2,False,7,98,1,1,2,1,2,1,3,5,0,3,1,0,75,4,121,2
23,68,1,1,True,7,92,2,0,3,1,3,1,2,4,0,1,1,0,65,2,94,4
23,65,2,3,True,7,58,1,1,1,1,2,0,2,3,1,2,2,1,63,5,89,5
33,87,2,3,False,8,77,1,1,0,1,2,1,3,3,1,1,1,0,71,5,120,4
16,82,2,1,True,8,75,2,1,2,2,2,0,3,2,0,2,1,1,66,4,100,3
26,92,2,1,True,6,72,2,1,1,1,2,1,2,3,0,1,2,1,69,3,119,4
20,90,3,2,False,7,74,1,0,0,3,1,1,3,3,0,3,2,1,68,5,110,3
22,85,2,3,False,4,82,2,1,1,2,3,0,3,2,0,3,1,0,71,6,108,3
29,99,3,2,True,8,98,3,0,5,1,1,0,2,2,0,3,1,0,77,3,133,2
23,81,3,1,True,10,94,3,1,1,2,3,0,2,2,0,2,1,1,70,4,105,2
23,65,2,2,False,7,94,2,1,1,3,2,0,1,3,0,2,1,1,66,6,89,3
26,93,3,2,False,5,85,1,1,1,3,3,0,3,3,0,2,2,1,73,6,120,3
18,70,2,2,True,8,51,2,1,1,1,2,1,1,3,0,2,2,0,62,4,89,4
15,91,2,2,False,6,72,1,1,0,2,2,0,2,2,0,1,2,1,65,5,106,4
14,98,3,3,True,7,76,2,1,0,1,2,0,2,2,0,3,1,0,71,5,112,2
8,88,2,2,True,8,92,3,1,1,1,2,0,1,4,0,2,1,0,66,4,97,3
32,84,1,2,True,8,96,2,1,1,1,2,0,3,3,0,1,1,1,72,4,117,4
13,78,2,2,True,9,73,2,1,0,2,3,1,1,4,0,1,1,0,64,5,91,3
19,75,2,2,False,7,65,1,1,0,1,1,1,2,4,0,1,1,1,63,4,94,3
18,74,1,2,True,7,67,1,1,0,1,2,0,3,3,0,1,1,0,63,4,92,4
22,85,3,2,False,8,79,3,1,5,2,3,0,2,2,0,1,1,1,72,5,112,2
25,90,2,2,True,7,64,2,1,2,2,3,0,3,2,0,1,2,0,71,5,117,4
25,87,3,3,True,6,96,1,0,3,2,2,0,3,2,0,1,2,1,72,5,115,3
17,68,2,3,True,8,71,2,1,1,2,3,1,2,2,0,1,1,0,65,6,86,3
19,80,2,2,True,5,100,2,1,0,2,2,0,2,3,0,1,1,1,67,5,99,3
22,92,1,3,True,7,55,1,1,1,1,2,0,3,4,0,1,2,1,68,5,115,5
19,79,2,3,True,5,59,2,1,2,1,2,1,2,2,0,3,3,0,66,5,100,5
30,81,2,3,False,6,76,2,1,0,3,2,0,3,3,0,3,1,0,72,7,111,3
23,91,3,2,False,6,93,2,1,3,1,1,0,2,3,0,1,2,1,71,4,117,3
24,86,2,3,False,6,68,1,1,3,1,3,0,3,3,1,2,2,1,70,5,113,5
24,76,2,2,False,9,92,2,1,1,2,1,0,2,3,0,3,1,1,68,5,101,3
27,96,2,3,False,9,71,1,1,0,1,2,1,3,4,0,2,1,1,72,5,123,3
21,67,1,2,True,9,93,3,1,1,1,3,0,2,3,0,2,1,0,66,4,89,4
12,100,2,2,False,7,64,2,1,1,2,3,0,3,6,0,1,1,0,69,5,113,3
22,65,1,2,True,6,74,3,1,2,2,2,0,3,1,0,2,1,0,65,5,89,4
16,61,3,3,False,8,64,2,1,1,1,3,0,3,3,0,1,3,0,62,5,78,4
17,96,3,3,False,7,61,1,1,1,1,3,0,3,1,0,2,2,1,69,5,114,3
24,70,2,2,True,7,71,2,1,1,2,1,0,1,4,0,1,1,0,65,5,95,3
27,89,2,1,False,4,67,2,1,2,1,1,1,2,4,0,2,1,1,69,3,118,3
20,92,1,3,True,8,89,2,1,1,1,2,0,2,3,0,1,2,1,69,5,113,5
22,94,3,2,True,8,87,2,1,2,1,2,1,2,5,0,2,1,1,73,4,118,2
30,100,3,2,True,7,68,1,1,2,2,2,1,2,2,0,3,1,1,75,5,132,2
21,72,3,3,True,8,100,2,1,3,1,3,1,3,3,0,2,3,0,70,5,96,4
36,88,2,3,False,8,99,3,1,0,1,2,1,1,3,0,2,1,1,74,5,124,3
23,65,2,2,True,6,96,2,1,0,1,1,0,3,3,0,1,1,0,65,4,88,3
9,76,2,2,False,7,79,2,1,1,2,2,0,1,3,0,2,1,0,63,5,86,3
25,94,3,3,False,5,71,1,1,4,2,3,0,1,4,0,2,1,1,74,6,123,2
22,75,3,3,True,9,66,1,1,0,1,2,1,2,2,0,3,1,0,67,5,97,2
28,84,2,2,True,8,51,2,0,3,2,2,0,3,4,0,3,1,1,71,4,115,3
24,80,3,1,True,6,82,2,1,1,1,3,0,2,3,0,2,2,1,68,3,105,3
19,86,3,2,False,8,78,2,1,2,2,2,0,1,4,0,2,1,1,69,5,107,2
13,99,2,3,False,7,81,2,1,0,2,2,0,3,4,0,3,1,0,71,6,112,3
19,62,3,2,True,6,79,1,1,7,2,2,0,2,2,0,1,1,1,66,5,88,2
15,83,2,2,True,7,57,1,1,0,2,2,1,3,3,0,3,1,0,65,5,98,3
17,95,2,1,True,8,85,1,0,1,1,3,1,1,2,0,2,2,1,66,2,113,4
24,79,1,1,True,8,68,3,1,2,1,2,1,1,2,0,1,1,0,65,3,105,4
30,63,2,2,False,10,76,2,1,1,2,2,0,2,4,0,3,2,1,67,5,94,4
22,82,3,2,False,7,68,3,1,2,1,2,1,2,4,0,3,1,0,70,4,106,2
13,73,2,2,True,7,51,2,1,1,1,2,0,3,4,0,3,1,0,63,4,87,3
23,66,1,1,False,8,94,1,1,1,2,3,1,2,3,0,3,2,0,64,4,90,5
27,94,2,2,True,7,57,2,1,1,2,2,1,2,1,0,1,1,0,71,5,122,3
16,81,2,3,True,6,79,2,1,2,1,3,0,3,3,0,2,2,1,68,5,99,4
19,97,2,1,False,6,94,2,1,2,3,2,0,2,4,0,3,1,0,72,5,118,3
20,92,2,3,True,4,61,2,1,2,3,2,0,2,4,0,2,1,0,71,7,114,3
15,88,1,1,True,8,71,2,0,1,1,1,1,3,2,0,3,2,0,64,2,104,5
24,60,3,1,True,5,69,2,1,1,2,3,0,2,5,0,1,2,0,64,4,85,3
19,77,3,2,True,6,54,1,1,3,3,2,1,1,2,0,2,2,0,66,6,99,3
23,68,2,3,True,7,71,3,1,3,2,2,0,3,3,0,1,2,1,68,6,94,4
15,96,3,2,False,7,74,2,1,2,1,1,1,3,2,0,1,3,0,68,4,113,4
17,67,3,2,True,10,51,2,1,3,1,2,0,3,5,0,1,1,0,65,4,87,2
24,71,2,2,True,5,74,2,1,1,2,2,1,3,3,0,1,1,0,67,5,96,3
18,81,2,1,True,10,55,1,1,3,1,2,0,1,2,0,1,1,0,64,3,102,3
30,71,3,2,True,9,95,3,0,1,2,2,0,2,4,0,2,1,0,70,4,102,2
18,68,2,3,True,8,83,1,1,1,1,2,0,3,2,0,2,1,0,65,5,87,3
21,84,2,1,False,9,53,1,1,2,2,3,0,1,3,0,1,2,1,65,4,107,4
26,64,3,2,False,8,91,3,1,1,2,2,0,3,4,0,1,1,0,68,5,91,2
11,62,2,3,True,4,68,2,1,2,3,2,0,1,3,0,1,2,0,61,7,75,4
9,75,3,1,False,8,61,3,1,3,2,2,0,2,3,0,1,1,0,63,4,87,2
11,89,2,2,True,5,63,2,1,0,2,2,0,2,2,0,2,1,1,65,5,100,3
28,82,2,2,True,6,80,2,1,1,1,2,1,2,5,0,1,3,1,69,4,111,5
17,77,2,2,False,7,54,1,1,1,1,3,0,3,2,0,2,1,0,64,4,95,3
35,83,2,1,False,6,53,2,1,1,1,2,1,2,2,0,1,1,1,69,3,119,3
17,75,3,2,True,8,81,1,1,3,3,2,0,2,3,1,3,1,0,67,6,95,3
21,97,2,3,True,7,99,3,1,1,2,3,0,2,1,0,3,2,0,74,6,119,4
